index,sub_index,led_num,points_up,layer,x,y,z,triangle_center_x,triangle_center_y,triangle_center_z
0,0,0,0,3,56.6549,151.104,91.6695,61.9492,142.448,100.236
0,0,1,0,3,56.5751,150.744,92.2119,61.9492,142.448,100.236
0,0,2,0,3,56.4954,150.383,92.7543,61.9492,142.448,100.236
0,0,3,0,3,56.4157,150.023,93.2967,61.9492,142.448,100.236
0,0,4,0,3,56.3359,149.662,93.8391,61.9492,142.448,100.236
0,0,5,0,3,56.2562,149.301,94.3815,61.9492,142.448,100.236
0,0,6,0,3,56.1765,148.941,94.9239,61.9492,142.448,100.236
0,0,7,0,3,56.0967,148.580,95.4663,61.9492,142.448,100.236
0,0,8,0,3,56.0170,148.220,96.0086,61.9492,142.448,100.236
0,0,9,0,3,55.9373,147.859,96.5510,61.9492,142.448,100.236
0,0,10,0,3,55.8575,147.499,97.0934,61.9492,142.448,100.236
0,0,11,0,3,55.7778,147.138,97.6358,61.9492,142.448,100.236
0,0,12,0,3,55.6981,146.778,98.1782,61.9492,142.448,100.236
0,0,13,0,3,55.6183,146.417,98.7206,61.9492,142.448,100.236
0,0,14,0,3,55.5386,146.056,99.2630,61.9492,142.448,100.236
0,0,15,0,3,55.4589,145.696,99.8054,61.9492,142.448,100.236
0,0,16,0,3,55.3791,145.335,100.348,61.9492,142.448,100.236
0,0,17,0,3,55.2994,144.975,100.890,61.9492,142.448,100.236
0,0,18,0,3,55.2197,144.614,101.433,61.9492,142.448,100.236
0,0,19,0,3,55.1400,144.254,101.975,61.9492,142.448,100.236
0,0,20,0,3,55.0602,143.893,102.517,61.9492,142.448,100.236
0,0,21,0,3,54.9805,143.532,103.060,61.9492,142.448,100.236
0,0,22,0,3,54.9008,143.172,103.602,61.9492,142.448,100.236
0,0,23,0,3,54.8210,142.811,104.145,61.9492,142.448,100.236
0,0,24,0,3,54.7413,142.451,104.687,61.9492,142.448,100.236
0,0,25,0,3,54.6616,142.090,105.229,61.9492,142.448,100.236
0,0,26,0,3,54.5818,141.730,105.772,61.9492,142.448,100.236
0,0,27,0,3,54.5021,141.369,106.314,61.9492,142.448,100.236
0,0,28,0,3,54.4224,141.008,106.856,61.9492,142.448,100.236
0,0,29,0,3,54.3426,140.648,107.399,61.9492,142.448,100.236
0,0,30,0,3,54.2629,140.287,107.941,61.9492,142.448,100.236
0,0,31,0,3,54.1832,139.927,108.484,61.9492,142.448,100.236
0,0,32,0,3,54.1034,139.566,109.026,61.9492,142.448,100.236
0,0,33,0,3,54.0237,139.206,109.568,61.9492,142.448,100.236
0,0,34,0,3,53.9440,138.845,110.111,61.9492,142.448,100.236
0,0,35,0,3,53.9344,138.802,110.176,61.9492,142.448,100.236
0,0,36,0,3,54.4925,138.802,109.831,61.9492,142.448,100.236
0,0,37,0,3,55.0507,138.802,109.486,61.9492,142.448,100.236
0,0,38,0,3,55.6089,138.802,109.141,61.9492,142.448,100.236
0,0,39,0,3,56.1670,138.802,108.796,61.9492,142.448,100.236
0,0,40,0,3,56.7252,138.802,108.451,61.9492,142.448,100.236
0,0,41,0,3,57.2834,138.802,108.106,61.9492,142.448,100.236
0,0,42,0,3,57.8415,138.802,107.761,61.9492,142.448,100.236
0,0,43,0,3,58.3997,138.802,107.416,61.9492,142.448,100.236
0,0,44,0,3,58.9579,138.802,107.071,61.9492,142.448,100.236
0,0,45,0,3,59.5161,138.802,106.727,61.9492,142.448,100.236
0,0,46,0,3,60.0742,138.802,106.382,61.9492,142.448,100.236
0,0,47,0,3,60.6324,138.802,106.037,61.9492,142.448,100.236
0,0,48,0,3,61.1906,138.802,105.692,61.9492,142.448,100.236
0,0,49,0,3,61.7487,138.802,105.347,61.9492,142.448,100.236
0,0,50,0,3,62.3069,138.802,105.002,61.9492,142.448,100.236
0,0,51,0,3,62.8651,138.802,104.657,61.9492,142.448,100.236
0,0,52,0,3,63.4232,138.802,104.312,61.9492,142.448,100.236
0,0,53,0,3,63.9814,138.802,103.967,61.9492,142.448,100.236
0,0,54,0,3,64.5396,138.802,103.622,61.9492,142.448,100.236
0,0,55,0,3,65.0978,138.802,103.277,61.9492,142.448,100.236
0,0,56,0,3,65.6559,138.802,102.932,61.9492,142.448,100.236
0,0,57,0,3,66.2141,138.802,102.587,61.9492,142.448,100.236
0,0,58,0,3,66.7723,138.802,102.242,61.9492,142.448,100.236
0,0,59,0,3,67.3304,138.802,101.897,61.9492,142.448,100.236
0,0,60,0,3,67.8886,138.802,101.552,61.9492,142.448,100.236
0,0,61,0,3,68.4468,138.802,101.207,61.9492,142.448,100.236
0,0,62,0,3,69.0049,138.802,100.862,61.9492,142.448,100.236
0,0,63,0,3,69.5631,138.802,100.517,61.9492,142.448,100.236
0,0,64,0,3,70.1213,138.802,100.172,61.9492,142.448,100.236
0,0,65,0,3,70.6795,138.802,99.8271,61.9492,142.448,100.236
0,0,66,0,3,71.2376,138.802,99.4822,61.9492,142.448,100.236
0,0,67,0,3,71.7958,138.802,99.1372,61.9492,142.448,100.236
0,0,68,0,3,72.3540,138.802,98.7922,61.9492,142.448,100.236
0,0,69,0,3,72.9121,138.802,98.4473,61.9492,142.448,100.236
0,0,70,0,3,73.4703,138.802,98.1023,61.9492,142.448,100.236
0,0,71,0,3,74.0285,138.802,97.7573,61.9492,142.448,100.236
0,0,72,0,3,74.4244,138.802,97.5126,61.9492,142.448,100.236
0,0,73,0,3,73.9036,139.162,97.3414,61.9492,142.448,100.236
0,0,74,0,3,73.3828,139.523,97.1701,61.9492,142.448,100.236
0,0,75,0,3,72.8620,139.883,96.9989,61.9492,142.448,100.236
0,0,76,0,3,72.3412,140.244,96.8276,61.9492,142.448,100.236
0,0,77,0,3,71.8205,140.604,96.6564,61.9492,142.448,100.236
0,0,78,0,3,71.2997,140.965,96.4851,61.9492,142.448,100.236
0,0,79,0,3,70.7789,141.326,96.3139,61.9492,142.448,100.236
0,0,80,0,3,70.2581,141.686,96.1426,61.9492,142.448,100.236
0,0,81,0,3,69.7373,142.047,95.9714,61.9492,142.448,100.236
0,0,82,0,3,69.2165,142.407,95.8001,61.9492,142.448,100.236
0,0,83,0,3,68.6957,142.768,95.6289,61.9492,142.448,100.236
0,0,84,0,3,68.1749,143.128,95.4576,61.9492,142.448,100.236
0,0,85,0,3,67.6541,143.489,95.2864,61.9492,142.448,100.236
0,0,86,0,3,67.1334,143.850,95.1151,61.9492,142.448,100.236
0,0,87,0,3,66.6126,144.210,94.9439,61.9492,142.448,100.236
0,0,88,0,3,66.0918,144.571,94.7726,61.9492,142.448,100.236
0,0,89,0,3,65.5710,144.931,94.6014,61.9492,142.448,100.236
0,0,90,0,3,65.0502,145.292,94.4301,61.9492,142.448,100.236
0,0,91,0,3,64.5294,145.652,94.2589,61.9492,142.448,100.236
0,0,92,0,3,64.0086,146.013,94.0876,61.9492,142.448,100.236
0,0,93,0,3,63.4878,146.374,93.9164,61.9492,142.448,100.236
0,0,94,0,3,62.9671,146.734,93.7451,61.9492,142.448,100.236
0,0,95,0,3,62.4463,147.095,93.5739,61.9492,142.448,100.236
0,0,96,0,3,61.9255,147.455,93.4026,61.9492,142.448,100.236
0,0,97,0,3,61.4047,147.816,93.2314,61.9492,142.448,100.236
0,0,98,0,3,60.8839,148.176,93.0601,61.9492,142.448,100.236
0,0,99,0,3,60.3631,148.537,92.8889,61.9492,142.448,100.236
0,0,100,0,3,59.8423,148.897,92.7176,61.9492,142.448,100.236
0,0,101,0,3,59.3215,149.258,92.5464,61.9492,142.448,100.236
0,0,102,0,3,58.8007,149.619,92.3751,61.9492,142.448,100.236
0,0,103,0,3,58.2800,149.979,92.2039,61.9492,142.448,100.236
0,0,104,0,3,57.7592,150.340,92.0326,61.9492,142.448,100.236
0,0,105,0,3,57.2384,150.700,91.8614,61.9492,142.448,100.236
0,0,106,0,3,56.7176,151.061,91.6901,61.9492,142.448,100.236
0,1,0,1,3,77.2314,112.238,124.963,72.6039,122.182,117.476
0,1,1,1,3,76.7540,112.664,124.815,72.6039,122.182,117.476
0,1,2,1,3,76.2766,113.089,124.668,72.6039,122.182,117.476
0,1,3,1,3,75.7993,113.514,124.520,72.6039,122.182,117.476
0,1,4,1,3,75.3219,113.940,124.373,72.6039,122.182,117.476
0,1,5,1,3,74.8445,114.365,124.225,72.6039,122.182,117.476
0,1,6,1,3,74.3672,114.790,124.077,72.6039,122.182,117.476
0,1,7,1,3,73.8898,115.216,123.930,72.6039,122.182,117.476
0,1,8,1,3,73.4125,115.641,123.782,72.6039,122.182,117.476
0,1,9,1,3,72.9351,116.066,123.635,72.6039,122.182,117.476
0,1,10,1,3,72.4577,116.492,123.487,72.6039,122.182,117.476
0,1,11,1,3,71.9804,116.917,123.340,72.6039,122.182,117.476
0,1,12,1,3,71.5030,117.342,123.192,72.6039,122.182,117.476
0,1,13,1,3,71.0256,117.768,123.044,72.6039,122.182,117.476
0,1,14,1,3,70.5483,118.193,122.897,72.6039,122.182,117.476
0,1,15,1,3,70.0709,118.618,122.749,72.6039,122.182,117.476
0,1,16,1,3,69.5936,119.044,122.602,72.6039,122.182,117.476
0,1,17,1,3,69.1162,119.469,122.454,72.6039,122.182,117.476
0,1,18,1,3,68.6388,119.894,122.306,72.6039,122.182,117.476
0,1,19,1,3,68.1615,120.319,122.159,72.6039,122.182,117.476
0,1,20,1,3,67.6841,120.745,122.011,72.6039,122.182,117.476
0,1,21,1,3,67.2067,121.170,121.864,72.6039,122.182,117.476
0,1,22,1,3,66.7294,121.595,121.716,72.6039,122.182,117.476
0,1,23,1,3,66.2520,122.021,121.569,72.6039,122.182,117.476
0,1,24,1,3,65.7747,122.446,121.421,72.6039,122.182,117.476
0,1,25,1,3,65.2973,122.871,121.273,72.6039,122.182,117.476
0,1,26,1,3,64.8199,123.297,121.126,72.6039,122.182,117.476
0,1,27,1,3,64.3426,123.722,120.978,72.6039,122.182,117.476
0,1,28,1,3,63.8652,124.147,120.831,72.6039,122.182,117.476
0,1,29,1,3,63.3878,124.573,120.683,72.6039,122.182,117.476
0,1,30,1,3,62.9105,124.998,120.535,72.6039,122.182,117.476
0,1,31,1,3,62.4331,125.423,120.388,72.6039,122.182,117.476
0,1,32,1,3,61.9557,125.849,120.240,72.6039,122.182,117.476
0,1,33,1,3,61.4784,126.274,120.093,72.6039,122.182,117.476
0,1,34,1,3,61.0010,126.699,119.945,72.6039,122.182,117.476
0,1,35,1,3,60.5237,127.125,119.798,72.6039,122.182,117.476
0,1,36,1,3,60.5051,127.141,119.792,72.6039,122.182,117.476
0,1,37,1,3,61.0632,127.141,119.447,72.6039,122.182,117.476
0,1,38,1,3,61.6214,127.141,119.102,72.6039,122.182,117.476
0,1,39,1,3,62.1796,127.141,118.757,72.6039,122.182,117.476
0,1,40,1,3,62.7378,127.141,118.412,72.6039,122.182,117.476
0,1,41,1,3,63.2959,127.141,118.067,72.6039,122.182,117.476
0,1,42,1,3,63.8541,127.141,117.722,72.6039,122.182,117.476
0,1,43,1,3,64.4123,127.141,117.377,72.6039,122.182,117.476
0,1,44,1,3,64.9704,127.141,117.032,72.6039,122.182,117.476
0,1,45,1,3,65.5286,127.141,116.687,72.6039,122.182,117.476
0,1,46,1,3,66.0868,127.141,116.342,72.6039,122.182,117.476
0,1,47,1,3,66.6449,127.141,115.997,72.6039,122.182,117.476
0,1,48,1,3,67.2031,127.141,115.652,72.6039,122.182,117.476
0,1,49,1,3,67.7613,127.141,115.307,72.6039,122.182,117.476
0,1,50,1,3,68.3195,127.141,114.962,72.6039,122.182,117.476
0,1,51,1,3,68.8776,127.141,114.617,72.6039,122.182,117.476
0,1,52,1,3,69.4358,127.141,114.272,72.6039,122.182,117.476
0,1,53,1,3,69.9940,127.141,113.927,72.6039,122.182,117.476
0,1,54,1,3,70.5521,127.141,113.582,72.6039,122.182,117.476
0,1,55,1,3,71.1103,127.141,113.237,72.6039,122.182,117.476
0,1,56,1,3,71.6685,127.141,112.892,72.6039,122.182,117.476
0,1,57,1,3,72.2266,127.141,112.547,72.6039,122.182,117.476
0,1,58,1,3,72.7848,127.141,112.202,72.6039,122.182,117.476
0,1,59,1,3,73.3430,127.141,111.858,72.6039,122.182,117.476
0,1,60,1,3,73.9012,127.141,111.513,72.6039,122.182,117.476
0,1,61,1,3,74.4593,127.141,111.168,72.6039,122.182,117.476
0,1,62,1,3,75.0175,127.141,110.823,72.6039,122.182,117.476
0,1,63,1,3,75.5757,127.141,110.478,72.6039,122.182,117.476
0,1,64,1,3,76.1338,127.141,110.133,72.6039,122.182,117.476
0,1,65,1,3,76.6920,127.141,109.788,72.6039,122.182,117.476
0,1,66,1,3,77.2502,127.141,109.443,72.6039,122.182,117.476
0,1,67,1,3,77.8083,127.141,109.098,72.6039,122.182,117.476
0,1,68,1,3,78.3665,127.141,108.753,72.6039,122.182,117.476
0,1,69,1,3,78.9247,127.141,108.408,72.6039,122.182,117.476
0,1,70,1,3,79.4829,127.141,108.063,72.6039,122.182,117.476
0,1,71,1,3,80.0410,127.141,107.718,72.6039,122.182,117.476
0,1,72,1,3,80.0863,127.141,107.690,72.6039,122.182,117.476
0,1,73,1,3,80.0048,126.716,108.183,72.6039,122.182,117.476
0,1,74,1,3,79.9234,126.291,108.676,72.6039,122.182,117.476
0,1,75,1,3,79.8419,125.865,109.169,72.6039,122.182,117.476
0,1,76,1,3,79.7604,125.440,109.662,72.6039,122.182,117.476
0,1,77,1,3,79.6789,125.015,110.155,72.6039,122.182,117.476
0,1,78,1,3,79.5974,124.589,110.648,72.6039,122.182,117.476
0,1,79,1,3,79.5160,124.164,111.141,72.6039,122.182,117.476
0,1,80,1,3,79.4345,123.739,111.634,72.6039,122.182,117.476
0,1,81,1,3,79.3530,123.313,112.127,72.6039,122.182,117.476
0,1,82,1,3,79.2715,122.888,112.620,72.6039,122.182,117.476
0,1,83,1,3,79.1900,122.463,113.113,72.6039,122.182,117.476
0,1,84,1,3,79.1086,122.037,113.606,72.6039,122.182,117.476
0,1,85,1,3,79.0271,121.612,114.098,72.6039,122.182,117.476
0,1,86,1,3,78.9456,121.187,114.591,72.6039,122.182,117.476
0,1,87,1,3,78.8641,120.761,115.084,72.6039,122.182,117.476
0,1,88,1,3,78.7826,120.336,115.577,72.6039,122.182,117.476
0,1,89,1,3,78.7012,119.911,116.070,72.6039,122.182,117.476
0,1,90,1,3,78.6197,119.485,116.563,72.6039,122.182,117.476
0,1,91,1,3,78.5382,119.060,117.056,72.6039,122.182,117.476
0,1,92,1,3,78.4567,118.635,117.549,72.6039,122.182,117.476
0,1,93,1,3,78.3752,118.209,118.042,72.6039,122.182,117.476
0,1,94,1,3,78.2938,117.784,118.535,72.6039,122.182,117.476
0,1,95,1,3,78.2123,117.359,119.028,72.6039,122.182,117.476
0,1,96,1,3,78.1308,116.933,119.521,72.6039,122.182,117.476
0,1,97,1,3,78.0493,116.508,120.014,72.6039,122.182,117.476
0,1,98,1,3,77.9678,116.083,120.507,72.6039,122.182,117.476
0,1,99,1,3,77.8864,115.657,121.000,72.6039,122.182,117.476
0,1,100,1,3,77.8049,115.232,121.493,72.6039,122.182,117.476
0,1,101,1,3,77.7234,114.807,121.986,72.6039,122.182,117.476
0,1,102,1,3,77.6419,114.382,122.479,72.6039,122.182,117.476
0,1,103,1,3,77.5604,113.956,122.972,72.6039,122.182,117.476
0,1,104,1,3,77.4790,113.531,123.465,72.6039,122.182,117.476
0,1,105,1,3,77.3975,113.106,123.958,72.6039,122.182,117.476
0,1,106,1,3,77.3160,112.680,124.451,72.6039,122.182,117.476
0,1,107,1,3,77.2345,112.255,124.944,72.6039,122.182,117.476
0,2,0,0,3,96.5936,119.410,102.806,101.007,108.674,109.256
0,2,1,0,3,96.5198,118.980,103.296,101.007,108.674,109.256
0,2,2,0,3,96.4460,118.550,103.786,101.007,108.674,109.256
0,2,3,0,3,96.3721,118.120,104.277,101.007,108.674,109.256
0,2,4,0,3,96.2983,117.690,104.767,101.007,108.674,109.256
0,2,5,0,3,96.2244,117.260,105.257,101.007,108.674,109.256
0,2,6,0,3,96.1506,116.831,105.747,101.007,108.674,109.256
0,2,7,0,3,96.0768,116.401,106.237,101.007,108.674,109.256
0,2,8,0,3,96.0029,115.971,106.728,101.007,108.674,109.256
0,2,9,0,3,95.9291,115.541,107.218,101.007,108.674,109.256
0,2,10,0,3,95.8553,115.111,107.708,101.007,108.674,109.256
0,2,11,0,3,95.7814,114.681,108.198,101.007,108.674,109.256
0,2,12,0,3,95.7076,114.251,108.689,101.007,108.674,109.256
0,2,13,0,3,95.6338,113.821,109.179,101.007,108.674,109.256
0,2,14,0,3,95.5599,113.392,109.669,101.007,108.674,109.256
0,2,15,0,3,95.4861,112.962,110.159,101.007,108.674,109.256
0,2,16,0,3,95.4122,112.532,110.649,101.007,108.674,109.256
0,2,17,0,3,95.3384,112.102,111.140,101.007,108.674,109.256
0,2,18,0,3,95.2646,111.672,111.630,101.007,108.674,109.256
0,2,19,0,3,95.1907,111.242,112.120,101.007,108.674,109.256
0,2,20,0,3,95.1169,110.812,112.610,101.007,108.674,109.256
0,2,21,0,3,95.0431,110.382,113.101,101.007,108.674,109.256
0,2,22,0,3,94.9692,109.953,113.591,101.007,108.674,109.256
0,2,23,0,3,94.8954,109.523,114.081,101.007,108.674,109.256
0,2,24,0,3,94.8216,109.093,114.571,101.007,108.674,109.256
0,2,25,0,3,94.7477,108.663,115.061,101.007,108.674,109.256
0,2,26,0,3,94.6739,108.233,115.552,101.007,108.674,109.256
0,2,27,0,3,94.6000,107.803,116.042,101.007,108.674,109.256
0,2,28,0,3,94.5262,107.373,116.532,101.007,108.674,109.256
0,2,29,0,3,94.4524,106.943,117.022,101.007,108.674,109.256
0,2,30,0,3,94.3785,106.514,117.512,101.007,108.674,109.256
0,2,31,0,3,94.3047,106.084,118.003,101.007,108.674,109.256
0,2,32,0,3,94.2309,105.654,118.493,101.007,108.674,109.256
0,2,33,0,3,94.1570,105.224,118.983,101.007,108.674,109.256
0,2,34,0,3,94.0832,104.794,119.473,101.007,108.674,109.256
0,2,35,0,3,94.0380,104.531,119.773,101.007,108.674,109.256
0,2,36,0,3,94.5427,104.479,119.357,101.007,108.674,109.256
0,2,37,0,3,95.0473,104.427,118.941,101.007,108.674,109.256
0,2,38,0,3,95.5520,104.374,118.525,101.007,108.674,109.256
0,2,39,0,3,96.0567,104.322,118.109,101.007,108.674,109.256
0,2,40,0,3,96.5613,104.270,117.693,101.007,108.674,109.256
0,2,41,0,3,97.0660,104.218,117.277,101.007,108.674,109.256
0,2,42,0,3,97.5707,104.166,116.861,101.007,108.674,109.256
0,2,43,0,3,98.0754,104.114,116.445,101.007,108.674,109.256
0,2,44,0,3,98.5800,104.062,116.029,101.007,108.674,109.256
0,2,45,0,3,99.0847,104.009,115.612,101.007,108.674,109.256
0,2,46,0,3,99.5894,103.957,115.196,101.007,108.674,109.256
0,2,47,0,3,100.094,103.905,114.780,101.007,108.674,109.256
0,2,48,0,3,100.599,103.853,114.364,101.007,108.674,109.256
0,2,49,0,3,101.103,103.801,113.948,101.007,108.674,109.256
0,2,50,0,3,101.608,103.749,113.532,101.007,108.674,109.256
0,2,51,0,3,102.113,103.696,113.116,101.007,108.674,109.256
0,2,52,0,3,102.617,103.644,112.700,101.007,108.674,109.256
0,2,53,0,3,103.122,103.592,112.284,101.007,108.674,109.256
0,2,54,0,3,103.627,103.540,111.867,101.007,108.674,109.256
0,2,55,0,3,104.131,103.488,111.451,101.007,108.674,109.256
0,2,56,0,3,104.636,103.436,111.035,101.007,108.674,109.256
0,2,57,0,3,105.141,103.384,110.619,101.007,108.674,109.256
0,2,58,0,3,105.645,103.331,110.203,101.007,108.674,109.256
0,2,59,0,3,106.150,103.279,109.787,101.007,108.674,109.256
0,2,60,0,3,106.655,103.227,109.371,101.007,108.674,109.256
0,2,61,0,3,107.159,103.175,108.955,101.007,108.674,109.256
0,2,62,0,3,107.664,103.123,108.539,101.007,108.674,109.256
0,2,63,0,3,108.169,103.071,108.123,101.007,108.674,109.256
0,2,64,0,3,108.673,103.018,107.706,101.007,108.674,109.256
0,2,65,0,3,109.178,102.966,107.290,101.007,108.674,109.256
0,2,66,0,3,109.683,102.914,106.874,101.007,108.674,109.256
0,2,67,0,3,110.187,102.862,106.458,101.007,108.674,109.256
0,2,68,0,3,110.692,102.810,106.042,101.007,108.674,109.256
0,2,69,0,3,111.197,102.758,105.626,101.007,108.674,109.256
0,2,70,0,3,111.701,102.705,105.210,101.007,108.674,109.256
0,2,71,0,3,112.036,102.671,104.934,101.007,108.674,109.256
0,2,72,0,3,111.593,103.151,104.873,101.007,108.674,109.256
0,2,73,0,3,111.150,103.631,104.812,101.007,108.674,109.256
0,2,74,0,3,110.707,104.112,104.751,101.007,108.674,109.256
0,2,75,0,3,110.264,104.592,104.690,101.007,108.674,109.256
0,2,76,0,3,109.821,105.072,104.629,101.007,108.674,109.256
0,2,77,0,3,109.378,105.552,104.568,101.007,108.674,109.256
0,2,78,0,3,108.935,106.032,104.507,101.007,108.674,109.256
0,2,79,0,3,108.492,106.513,104.446,101.007,108.674,109.256
0,2,80,0,3,108.049,106.993,104.385,101.007,108.674,109.256
0,2,81,0,3,107.606,107.473,104.324,101.007,108.674,109.256
0,2,82,0,3,107.163,107.953,104.263,101.007,108.674,109.256
0,2,83,0,3,106.720,108.433,104.202,101.007,108.674,109.256
0,2,84,0,3,106.277,108.914,104.141,101.007,108.674,109.256
0,2,85,0,3,105.834,109.394,104.080,101.007,108.674,109.256
0,2,86,0,3,105.391,109.874,104.018,101.007,108.674,109.256
0,2,87,0,3,104.948,110.354,103.957,101.007,108.674,109.256
0,2,88,0,3,104.505,110.834,103.896,101.007,108.674,109.256
0,2,89,0,3,104.062,111.314,103.835,101.007,108.674,109.256
0,2,90,0,3,103.619,111.795,103.774,101.007,108.674,109.256
0,2,91,0,3,103.176,112.275,103.713,101.007,108.674,109.256
0,2,92,0,3,102.733,112.755,103.652,101.007,108.674,109.256
0,2,93,0,3,102.290,113.235,103.591,101.007,108.674,109.256
0,2,94,0,3,101.847,113.715,103.530,101.007,108.674,109.256
0,2,95,0,3,101.404,114.196,103.469,101.007,108.674,109.256
0,2,96,0,3,100.961,114.676,103.408,101.007,108.674,109.256
0,2,97,0,3,100.518,115.156,103.347,101.007,108.674,109.256
0,2,98,0,3,100.075,115.636,103.286,101.007,108.674,109.256
0,2,99,0,3,99.6318,116.116,103.225,101.007,108.674,109.256
0,2,100,0,3,99.1888,116.597,103.164,101.007,108.674,109.256
0,2,101,0,3,98.7459,117.077,103.103,101.007,108.674,109.256
0,2,102,0,3,98.3029,117.557,103.042,101.007,108.674,109.256
0,2,103,0,3,97.8599,118.037,102.980,101.007,108.674,109.256
0,2,104,0,3,97.4169,118.517,102.919,101.007,108.674,109.256
0,2,105,0,3,96.9739,118.998,102.858,101.007,108.674,109.256
0,3,0,0,3,113.994,68.4306,127.787,110.626,80.3745,123.060
0,3,1,0,3,113.608,68.9614,127.787,110.626,80.3745,123.060
0,3,2,0,3,113.223,69.4923,127.787,110.626,80.3745,123.060
0,3,3,0,3,112.837,70.0231,127.787,110.626,80.3745,123.060
0,3,4,0,3,112.451,70.5540,127.787,110.626,80.3745,123.060
0,3,5,0,3,112.065,71.0848,127.787,110.626,80.3745,123.060
0,3,6,0,3,111.680,71.6157,127.787,110.626,80.3745,123.060
0,3,7,0,3,111.294,72.1465,127.787,110.626,80.3745,123.060
0,3,8,0,3,110.908,72.6774,127.787,110.626,80.3745,123.060
0,3,9,0,3,110.523,73.2082,127.787,110.626,80.3745,123.060
0,3,10,0,3,110.137,73.7391,127.787,110.626,80.3745,123.060
0,3,11,0,3,109.751,74.2699,127.787,110.626,80.3745,123.060
0,3,12,0,3,109.366,74.8008,127.787,110.626,80.3745,123.060
0,3,13,0,3,108.980,75.3316,127.787,110.626,80.3745,123.060
0,3,14,0,3,108.594,75.8625,127.787,110.626,80.3745,123.060
0,3,15,0,3,108.209,76.3933,127.787,110.626,80.3745,123.060
0,3,16,0,3,107.823,76.9242,127.787,110.626,80.3745,123.060
0,3,17,0,3,107.437,77.4550,127.787,110.626,80.3745,123.060
0,3,18,0,3,107.052,77.9859,127.787,110.626,80.3745,123.060
0,3,19,0,3,106.666,78.5167,127.787,110.626,80.3745,123.060
0,3,20,0,3,106.280,79.0476,127.787,110.626,80.3745,123.060
0,3,21,0,3,105.895,79.5784,127.787,110.626,80.3745,123.060
0,3,22,0,3,105.509,80.1093,127.787,110.626,80.3745,123.060
0,3,23,0,3,105.123,80.6401,127.787,110.626,80.3745,123.060
0,3,24,0,3,104.737,81.1710,127.787,110.626,80.3745,123.060
0,3,25,0,3,104.352,81.7018,127.787,110.626,80.3745,123.060
0,3,26,0,3,103.966,82.2327,127.787,110.626,80.3745,123.060
0,3,27,0,3,103.580,82.7635,127.787,110.626,80.3745,123.060
0,3,28,0,3,103.195,83.2944,127.787,110.626,80.3745,123.060
0,3,29,0,3,102.809,83.8252,127.787,110.626,80.3745,123.060
0,3,30,0,3,102.423,84.3561,127.787,110.626,80.3745,123.060
0,3,31,0,3,102.038,84.8869,127.787,110.626,80.3745,123.060
0,3,32,0,3,101.652,85.4178,127.787,110.626,80.3745,123.060
0,3,33,0,3,101.266,85.9486,127.787,110.626,80.3745,123.060
0,3,34,0,3,100.881,86.4795,127.787,110.626,80.3745,123.060
0,3,35,0,3,100.495,87.0103,127.787,110.626,80.3745,123.060
0,3,36,0,3,100.307,87.2685,127.787,110.626,80.3745,123.060
0,3,37,0,3,100.811,87.2213,127.369,110.626,80.3745,123.060
0,3,38,0,3,101.315,87.1740,126.951,110.626,80.3745,123.060
0,3,39,0,3,101.818,87.1268,126.533,110.626,80.3745,123.060
0,3,40,0,3,102.322,87.0796,126.115,110.626,80.3745,123.060
0,3,41,0,3,102.826,87.0324,125.697,110.626,80.3745,123.060
0,3,42,0,3,103.330,86.9852,125.279,110.626,80.3745,123.060
0,3,43,0,3,103.833,86.9380,124.862,110.626,80.3745,123.060
0,3,44,0,3,104.337,86.8908,124.444,110.626,80.3745,123.060
0,3,45,0,3,104.841,86.8436,124.026,110.626,80.3745,123.060
0,3,46,0,3,105.344,86.7964,123.608,110.626,80.3745,123.060
0,3,47,0,3,105.848,86.7491,123.190,110.626,80.3745,123.060
0,3,48,0,3,106.352,86.7019,122.772,110.626,80.3745,123.060
0,3,49,0,3,106.856,86.6547,122.354,110.626,80.3745,123.060
0,3,50,0,3,107.359,86.6075,121.937,110.626,80.3745,123.060
0,3,51,0,3,107.863,86.5603,121.519,110.626,80.3745,123.060
0,3,52,0,3,108.367,86.5131,121.101,110.626,80.3745,123.060
0,3,53,0,3,108.870,86.4659,120.683,110.626,80.3745,123.060
0,3,54,0,3,109.374,86.4187,120.265,110.626,80.3745,123.060
0,3,55,0,3,109.878,86.3715,119.847,110.626,80.3745,123.060
0,3,56,0,3,110.381,86.3243,119.429,110.626,80.3745,123.060
0,3,57,0,3,110.885,86.2770,119.012,110.626,80.3745,123.060
0,3,58,0,3,111.389,86.2298,118.594,110.626,80.3745,123.060
0,3,59,0,3,111.893,86.1826,118.176,110.626,80.3745,123.060
0,3,60,0,3,112.396,86.1354,117.758,110.626,80.3745,123.060
0,3,61,0,3,112.900,86.0882,117.340,110.626,80.3745,123.060
0,3,62,0,3,113.404,86.0410,116.922,110.626,80.3745,123.060
0,3,63,0,3,113.907,85.9938,116.504,110.626,80.3745,123.060
0,3,64,0,3,114.411,85.9466,116.086,110.626,80.3745,123.060
0,3,65,0,3,114.915,85.8994,115.669,110.626,80.3745,123.060
0,3,66,0,3,115.419,85.8522,115.251,110.626,80.3745,123.060
0,3,67,0,3,115.922,85.8049,114.833,110.626,80.3745,123.060
0,3,68,0,3,116.426,85.7577,114.415,110.626,80.3745,123.060
